,post_text,followers,friends,favourites,statuses,retweets,label,Day_of_week,Exact_data,year,month,day,time
6044,"After *literally* years (I was wrong, it's awesome) in trying to get into #BreakingBad, I have binged and have the final episode tonight!",1324,2361,3692,5129,0,1,Sun,2015-11-22,2015,11,22,19:57:44
6045,RT @Independent: This beautiful love letter is a moving reminder that refugees are not terrorists https://t.co/TFlra0sCmN https://t.co/wghG…,1324,2361,3692,5129,84,1,Sun,2015-11-22,2015,11,22,11:36:21
6046,"RT @DoctorChristian: Did you know #HIVtestweek starts today? Get a free postal test here https://t.co/cp4Lpsuurc
Thanks @startswith_me ! ht…",1324,2361,3692,5129,109,1,Sun,2015-11-22,2015,11,22,11:27:18
6047,"RT @PositiveLuke: Instead of condeming Charlie Sheen's HIV status via a tweet, why not contact your local clinic and check yours.",1324,2361,3692,5129,253,1,Sun,2015-11-22,2015,11,22,11:26:35
6048,"RT @PatrickStrud: National HIV Testing Week has begun! Celebrate. Eat cake. Have a party. Also, have an HIV test. It might just save your l…",1324,2361,3692,5129,22,1,Sun,2015-11-22,2015,11,22,11:25:57
6049,RT @DebbyHerbenick: Some of my college students all go get STI tests together &amp; then go out for brunch. Make a day of it! It makes it a nor…,1324,2361,3692,5129,5,1,Sun,2015-11-22,2015,11,22,11:25:00
6050,@nickswhite @mazzie1111 which makes us the most interesting and the most fun! X,1324,2361,3692,5129,0,1,Sat,2015-11-21,2015,11,21,14:06:13
6051,"@nickswhite @mazzie1111 Thanks, Nick! We're chums. Small world! I assume you follow each other because you are both crazy running types! X",1324,2361,3692,5129,0,1,Sat,2015-11-21,2015,11,21,12:51:32
6052,".@SkyNews, HIV is never 'self inflicted' and no one 'comes clean' about their status. Really bad language used just now.",1324,2361,3692,5129,2,1,Fri,2015-11-20,2015,11,20,20:36:42
6053,Just this. #stigma #HIV  https://t.co/pKZrFox6jk,1324,2361,3692,5129,0,1,Fri,2015-11-20,2015,11,20,16:41:50
6054,RT @forbeshealth: Please don't listen to Jenny McCarthy's opinions on medicine. https://t.co/ft3CFxrflA by @tarahaelle https://t.co/u1Qnm6q…,1324,2361,3692,5129,14,1,Fri,2015-11-20,2015,11,20,16:12:32
6055,RT @LJMU: 98% of our postgrads are in work/further study within 6 months of graduating - visit &amp; discover your #LJMUPG options https://t.co…,1324,2361,3692,5129,3,1,Fri,2015-11-20,2015,11,20,15:01:21
6056,It is terrible that women in supposedly the most developed country in the world have to resort to these measures. https://t.co/uFhw2kd5mK,1324,2361,3692,5129,0,1,Thu,2015-11-19,2015,11,19,20:47:11
6057,RT @kinseyinstitute: We support the legitimate study of human sexuality to counter myth &amp; prejudice and to inform our world #sexresearch  h…,1324,2361,3692,5129,30,1,Thu,2015-11-19,2015,11,19,20:43:25
6058,"RT @AdamCommentism: As we gear up at #IsPornGood for @drclarissasmith tomorrow, check in with @cindygallop and @jensenrobertw's views:  htt…",1324,2361,3692,5129,5,1,Thu,2015-11-19,2015,11,19,20:41:39
6059,"RT @PeterBradshaw1: If you stare into Adele's eyes longer than thirty seconds, she starts to turn into Tony Blair https://t.co/mexRd8QRuF",1324,2361,3692,5129,17,1,Thu,2015-11-19,2015,11,19,20:32:22
6060,"Goodbye Facebook, my Twitter obsession has come back in full swing.",1324,2361,3692,5129,0,1,Thu,2015-11-19,2015,11,19,20:31:45
6061,"RT @AdultFilmProj: Looking for performers/producers/directors, past&amp;present, in UK adult film industry to take part in initial interviews. …",1324,2361,3692,5129,1,1,Thu,2015-11-19,2015,11,19,17:42:17
6062,RT @AdultFilmProj: Interested in performers'/directors'/producers' experiences in the UK adult film industry. Voices largely missing from a…,1324,2361,3692,5129,1,1,Thu,2015-11-19,2015,11,19,17:42:04
6063,'World on cusp of 'post-antibiotic era' https://t.co/kpIFsa3Cy3,1324,2361,3692,5129,0,1,Thu,2015-11-19,2015,11,19,00:31:41
6064,"RT @Independent: As a HIV-positive person, I have watched the Charlie Sheen controversy unfold with sadness and horror https://t.co/3tjsOxO…",1324,2361,3692,5129,30,1,Wed,2015-11-18,2015,11,18,23:07:12
6065,RT @THTorguk: Our @birdy_tweet spoke to @MattBarbet on @5_news about Charlie Sheen and HIV in 2015: https://t.co/LB4NxTr1hW https://t.co/JD…,1324,2361,3692,5129,18,1,Wed,2015-11-18,2015,11,18,23:02:20
6066,"RT @AmnestyUK: After the callous attacks in Paris, Beirut and elsewhere, now more than ever is a time to stand up for human rights https://…",1324,2361,3692,5129,113,1,Wed,2015-11-18,2015,11,18,23:00:26
6067,RT @POTUS: Slamming the door in the face of refugees would betray our deepest values. That's not who we are. And it's not what we're going …,1324,2361,3692,5129,47224,1,Wed,2015-11-18,2015,11,18,22:57:17
6068,RT @DrChauntelle: Seeking perspectives on #PornKillsLove &amp; #FightTheNewDrug You involved? email me: query at chauntelletibbals dot com http…,1324,2361,3692,5129,2,1,Wed,2015-11-18,2015,11,18,18:18:49
6069,RT @AdultFilmProj: Interested in performers'/directors'/producers' experiences in the UK adult film industry. Voices largely missing from a…,1324,2361,3692,5129,3,1,Wed,2015-11-18,2015,11,18,18:18:46
6070,"RT @AdultFilmProj: Looking for performers/producers/directors, past&amp;present, in UK adult film industry to take part in initial interviews. …",1324,2361,3692,5129,1,1,Wed,2015-11-18,2015,11,18,16:19:30
6071,RT @Planographer: Spec sesh #geosex16 for #aag2016 heading 2wards 20 papers across 5 sub-themed sessions. #sexwork #porn #bdsm #lgbt #geogr…,1324,2361,3692,5129,5,1,Wed,2015-11-18,2015,11,18,14:10:27
6072,"RT @mcveigh_jim: Pleased to announce my appointment as Director of CPH - thanks to support from colleagues, students and external collabora…",1324,2361,3692,5129,8,1,Wed,2015-11-18,2015,11,18,14:07:54
6073,RT @profhrs: Very pleased that @mcveigh_jim has been appointed Director of @CPH_Research Well done Jim!,1324,2361,3692,5129,3,1,Wed,2015-11-18,2015,11,18,14:07:23
6074,Mental health early deaths 'worrying' https://t.co/11pFmHkOzA,1324,2361,3692,5129,0,1,Wed,2015-11-18,2015,11,18,14:06:06
6075,"RT @GrahamScambler: Defiant Message To IS From Victim's Husband. So sad, so brave and so right. #ParisAttacks  https://t.co/IPFvL3MzZA",1324,2361,3692,5129,3,1,Wed,2015-11-18,2015,11,18,08:56:53
6076,"RT @SexWorkerOU: If this is something you are able to help with, please let swou know, or send an email to https://t.co/2QgwViznuL.  With l…",1324,2361,3692,5129,14,1,Wed,2015-11-18,2015,11,18,08:53:41
6077,RT @OwenSmith_MP: Food banks say tax credit changes will trigger sharp rise in demand https://t.co/WNzzI01c5p,1324,2361,3692,5129,21,1,Wed,2015-11-18,2015,11,18,08:40:58
6078,"No-one should be forced to go public about their HIV status. Great if you want to, should never be forced to.",1324,2361,3692,5129,0,1,Wed,2015-11-18,2015,11,18,08:39:58
6079,RT @Nigelrefowens: Very sad news this. #RIPJonahLomu. A great player but more importantly a great man. Deepest Sympathy to his family.,1324,2361,3692,5129,514,1,Wed,2015-11-18,2015,11,18,08:37:42
6080,"RT @AdultFilmProj: Looking for performers/producers/directors, past&amp;present, in UK adult film industry to take part in initial interviews. …",1324,2361,3692,5129,1,1,Mon,2015-11-16,2015,11,16,17:08:48
6081,RT @BeyondtheGaze: BTG so pleased Alex Bryce CEO @NationalUglyMug included in the #RainbowList 2015 fab advocate for sex worker safety &amp; ri…,1324,2361,3692,5129,5,1,Mon,2015-11-16,2015,11,16,17:01:27
6082,RT @THTorguk: We are continuing our call to @ukgov to review the current 12 month delay in blood donations for MSM @FreedomToDonate parliam…,1324,2361,3692,5129,8,1,Mon,2015-11-16,2015,11,16,17:01:16
6083,RT @AdultFilmProj: This study was published earlier in the year. It's interesting.  https://t.co/tllG88HI2T,1324,2361,3692,5129,1,1,Mon,2015-11-16,2015,11,16,17:01:09
6084,RT @TheEconomist: Debate: tomorrow @cindygallop and @jensenrobertw make their arguments on #IsPornGood https://t.co/8tQXuvsRoh https://t.co…,1324,2361,3692,5129,40,1,Mon,2015-11-16,2015,11,16,17:01:05
6085,RT @pauljonesAIR: Academic (doesn't bite) wants to hear from porn peeps. I'll be doing an interview for her. https://t.co/TE4HJQ26bZ,1324,2361,3692,5129,2,1,Mon,2015-11-16,2015,11,16,17:00:59
6086,RT @mazzie1111: Prostitutes make up the largest group of unsolved murders in Britain. That is chilling and shows more needs to be done. #de…,1324,2361,3692,5129,3,1,Mon,2015-11-16,2015,11,16,07:52:03
6087,RT @AdultFilmProj: This online debate starts on 17th November. Could be an interesting debate to keep track of. #IsPornGood #Porn  https://…,1324,2361,3692,5129,1,1,Sun,2015-11-15,2015,11,15,15:37:47
6088,Getting interest in your project is such a high! I &lt;3 my PhD! #phdchat,1324,2361,3692,5129,1,1,Sun,2015-11-15,2015,11,15,15:25:30
6089,RT @AdultFilmProj: Interested in performers'/directors'/producers' experiences in the UK adult film industry. Voices largely missing from a…,1324,2361,3692,5129,1,1,Fri,2015-11-13,2015,11,13,20:36:25
6090,"@jamesbisexual Ah, you already said!",1324,2361,3692,5129,0,1,Fri,2015-11-13,2015,11,13,14:06:04
6091,"@jamesbisexual Hi James, would it be OK to DM you?",1324,2361,3692,5129,0,1,Fri,2015-11-13,2015,11,13,14:05:43
6092,"@Planographer aw, you are in my home town!",1324,2361,3692,5129,0,1,Thu,2015-11-12,2015,11,12,17:00:13
6093,RT @Planographer: Citation for #suburbansexscapes #PIAAwardsWA15 #sexwork #sexshops #lgbt #stripclubs #bdsm #porn https://t.co/GKU9rdKfhe,1324,2361,3692,5129,11,1,Thu,2015-11-12,2015,11,12,16:58:59
6094,RT @richardbranson: Why a growing community are supporting death row inmate #RichardGlossip: https://t.co/UDABefcstW https://t.co/BXZPbajFLV,1324,2361,3692,5129,85,1,Thu,2015-11-12,2015,11,12,16:58:23
6095,RT @PaceSociety: Join us on #DEC17 to end violence against #SexWork-ers @SWAN_Vancouver @XXXWorkers @FirstAdvocates @MAPVAN &amp; all https://t…,1324,2361,3692,5129,35,1,Thu,2015-11-12,2015,11,12,16:57:42
6096,"RT @AdultFilmProj: If you are interested in getting involved, please DM or tweet me, or email me: LJMUAdultFilmResearch@ljmu.ac.uk #Adultfi…",1324,2361,3692,5129,1,1,Thu,2015-11-12,2015,11,12,16:57:34
6097,RT @AdultFilmProj: Interested in performers'/directors'/producers' experiences in the UK adult film industry. Voices largely missing from a…,1324,2361,3692,5129,1,1,Thu,2015-11-12,2015,11,12,16:57:32
6098,RT @Independent: 'Hollywood actor with HIV' story  'irresponsible journalism' that spreads stigma https://t.co/ylcZ2IcyLw,1324,2361,3692,5129,18,1,Wed,2015-11-11,2015,11,11,16:34:29
6099,RT @AdultFilmProj: Little research has been conducted into the experiences of those working in the UK adult film industry. This project is …,1324,2361,3692,5129,3,1,Wed,2015-11-11,2015,11,11,16:31:34
6100,RT @CssSwan: Please sign up to the project website https://t.co/R1SugGWme5 and contact us at css-ccjc@swansea.ac.uk,1324,2361,3692,5129,1,1,Wed,2015-11-11,2015,11,11,16:30:17
6101,RT @TSSWP: Did you love the Student Sex Work Project? Please meet our partner https://t.co/R0b95uklYa,1324,2361,3692,5129,4,1,Wed,2015-11-11,2015,11,11,15:27:16
6102,"RT @jimmy_nightmare: Attending workshops @SwanseaUni looking at sexual exploitation, sex work, and sexuality &amp; life course as part of the @…",1324,2361,3692,5129,2,1,Wed,2015-11-11,2015,11,11,15:27:01
6103,@jimmy_nightmare I am guessing you are doing the consortium tweets today! ;-),1324,2361,3692,5129,0,1,Wed,2015-11-11,2015,11,11,15:25:49
6104,"RT @AdultFilmProj: If you are interested in getting involved, please DM or tweet me, or email me: LJMUAdultFilmResearch@ljmu.ac.uk #Adultfi…",1324,2361,3692,5129,1,1,Wed,2015-11-11,2015,11,11,11:30:09
6105,RT @AdultFilmProj: Interested in performers'/directors'/producers' experiences in the UK adult film industry. Voices largely missing from a…,1324,2361,3692,5129,1,1,Wed,2015-11-11,2015,11,11,11:30:06
6106,@Ochams_Razor love the red/pink! Looks awesome!,1324,2361,3692,5129,1,1,Wed,2015-11-11,2015,11,11,08:54:13
6107,RT @AdultFilmProj: Little research has been conducted into the experiences of those working in the UK adult film industry. Tell us how it r…,1324,2361,3692,5129,1,1,Tue,2015-11-10,2015,11,10,15:04:30
6108,"RT @AdultFilmProj: Looking for performers/producers/directors, past&amp;present, in UK adult film industry to take part in initial interviews. …",1324,2361,3692,5129,26,1,Tue,2015-11-10,2015,11,10,15:04:27
6109,RT @thei100: If male athletes were asked the same questions as female athletes https://t.co/EXGH5RShBM https://t.co/R9C27tc6bn,1324,2361,3692,5129,26,1,Tue,2015-11-10,2015,11,10,09:02:58
6110,RT @TTCWales: The waiting time target for treating people experiencing mental ill health in Wales is being cut from 56 to 28 days. https://…,1324,2361,3692,5129,4,1,Mon,2015-11-09,2015,11,9,08:39:40
6111,"RT @markaustinitv: ""Moral and economic case for equality between mental and physical health overwhelming"" @normanlamb tells David Cameron #…",1324,2361,3692,5129,20,1,Wed,2015-11-04,2015,11,4,17:45:53
6112,RT @valeriewalsh19: Congratualtionsto both of you. BBC News - Creating the ideal bipolar wedding https://t.co/awOt5tgBap @Bipolarblogger,1324,2361,3692,5129,4,1,Wed,2015-11-04,2015,11,4,09:51:33
6113,@andreawhitebean apparently my contact Andrea has tweeted for the first time! Whoop! X,1324,2361,3692,5129,0,1,Tue,2015-11-03,2015,11,3,19:51:45
6114,I feel very lucky that  I come away from supervision with my supervisor feeling raring to go and energised. Everytime.  #phdchat,1324,2361,3692,5129,0,1,Tue,2015-11-03,2015,11,3,18:25:34
6115,RT @HuffPostUKCom: @BestoftheMail They could've at least incorporated Movember into it too... https://t.co/WXgk6Ve8UP,1324,2361,3692,5129,57,1,Tue,2015-11-03,2015,11,3,18:22:35
6116,"RT @garwboy: Latest images of Europe, as viewed from the International Space Station https://t.co/Sw6d8nO5Ji",1324,2361,3692,5129,24,1,Tue,2015-11-03,2015,11,3,18:02:06
6117,"RT @PNDandMe: We are SO close to 6,000. Please help me reach more mums suffering with Postnatal Depression &amp; RT! #PNDHour every Weds 8pm &amp; …",1324,2361,3692,5129,45,1,Tue,2015-11-03,2015,11,3,18:02:06
6118,"RT @HealthyLiving: What is Generalized Anxiety Disorder, exactly? https://t.co/DC6OTVdS7t https://t.co/I1LYPmJD4r",1324,2361,3692,5129,29,1,Mon,2015-11-02,2015,11,2,08:36:54
6119,RT @PJAMacleod: Any #feminists who watch online porn in my network? Please take 30 secs share your thoughts on this important topic: https:…,1324,2361,3692,5129,4,1,Sun,2015-11-01,2015,11,1,17:24:11
6120,"@DanielWaffle Depression &amp; insomnia will beat your body &amp; mind to a pulp, check out your non sleeping as I was diagnosed with sleep apnea.",734,1899,154,5929,0,1,Mon,2015-05-25,2015,5,25,03:04:02
6121,"@DanielWaffle Keep strong, focus on something meaningful &amp; let that get you through, my Daughter keeps me grounded, don't let life slay you🌹",734,1899,154,5929,0,1,Mon,2015-05-25,2015,5,25,03:01:17
6122,@Michael5SOS Buy an Alienware gaming laptop Michael 😃,734,1899,154,5929,0,1,Mon,2015-05-25,2015,5,25,02:44:21
6123,RT @inseparablarry: THIS IS SO CUTE OHMYGODASUH http://t.co/O7u9GvSwFr,734,1899,154,5929,274,1,Mon,2015-05-25,2015,5,25,02:02:32
6124,RT @Ashton5SOS: HAD A BANGIN TIME AT BBC's BIG WEEKEND look!!! &gt;&gt;&gt; https://t.co/b478wZ0054,734,1899,154,5929,29191,1,Sun,2015-05-24,2015,5,24,19:09:12
6125,RT @Michael5SOS: all black http://t.co/fA4KZW7cga,734,1899,154,5929,110687,1,Sun,2015-05-24,2015,5,24,19:07:09
6126,"@ajplus Absolutely despicable! The way the law thinks they are owed priority over others is sickening, they are authority gone wrong!!",734,1899,154,5929,0,1,Sun,2015-05-24,2015,5,24,18:54:02
6127,"RT @ajplus: A Virginia police officer tased and pepper-sprayed a man who was having a medical emergency:
https://t.co/MZPwezj2tS",734,1899,154,5929,9937,1,Sun,2015-05-24,2015,5,24,18:48:18
6128,RT @kobijv: I will give @openslather #OpenSlather another chance next week. If it's as bad as tonight's show was then it's game over for me.,734,1899,154,5929,2,1,Sun,2015-05-24,2015,5,24,11:07:58
6129,"@genesimmons Sounds like my Father who was horrified I idolized you, cant wait to see you on tour, got my ticket for a legendary night ❤🌹",734,1899,154,5929,0,1,Sun,2015-05-24,2015,5,24,05:05:55
6130,"RT @genesimmons: 41 years later, I still look back at this and remember... http://t.co/z2dHiHgPJX",734,1899,154,5929,612,1,Sun,2015-05-24,2015,5,24,05:03:42
6131,RT @genesimmons: Anyone like Sushi? http://t.co/qkGs3WjrGN,734,1899,154,5929,114,1,Sun,2015-05-24,2015,5,24,05:02:39
6132,"RT @DailyDemiFacts: The record label Republic Records,has organised for Sam Smith &amp; Demi Lovato to work together on a track for Demi's upco…",734,1899,154,5929,148,1,Sun,2015-05-24,2015,5,24,04:58:14
6133,RT @WhyLarryIsReal: my aesthetic. i love his jands http://t.co/8iX01uE5bd,734,1899,154,5929,165,1,Sun,2015-05-24,2015,5,24,04:53:38
6134,RT @jvlias: NOOOO ONE TOLD ME BIG HERO SIX WAS GONNA BREAK MY HEART,734,1899,154,5929,3,1,Sun,2015-05-24,2015,5,24,04:46:27
6135,"RT @DBallsbuddy: ""Do you think harry ever sees louis and just"" 🙈 http://t.co/onNRGLN6vT",734,1899,154,5929,143,1,Sun,2015-05-24,2015,5,24,04:43:25
6136,RT @sugarscape: One Direction fandom named most powerful in the world after winning 4Music's Last Fan Standing http://t.co/6cZhWWjvAw http:…,734,1899,154,5929,2172,1,Sun,2015-05-24,2015,5,24,04:42:43
6137,RT @HarryMacDougall: A send off fitting for a legend. @CCMariners captain John Hutchinson walks off from a CCM game one final time. http://…,734,1899,154,5929,1,1,Sat,2015-05-23,2015,5,23,21:12:42
6138,RT @CANADIANDELREY: Everyone outside Europe reading about Eurovision on their tl rn http://t.co/wEe0qbTCyZ,734,1899,154,5929,316,1,Sat,2015-05-23,2015,5,23,21:11:40
6139,RT @BBCR1: Look who we found... oh hiiiii @5SOS 😍 #BigWeekend http://t.co/fjsWd3yBl9,734,1899,154,5929,15079,1,Sat,2015-05-23,2015,5,23,21:11:19
6140,RT @thestylespics: A fan lipstick-stained Harry's $7.6k YSL coat today http://t.co/xoY5llhgZn,734,1899,154,5929,4280,1,Sat,2015-05-23,2015,5,23,21:10:16
6141,"RT @BBCR1: OK, so @5SOS were pretty incredible!! We'll have some of their best moments online shortly :) #BigWeekend http://t.co/vhMMzm8LJt",734,1899,154,5929,24798,1,Sat,2015-05-23,2015,5,23,21:09:19
6142,"@5SOS 28 days till we lose our voices again singing &amp; yelling hysterically at your Allphones concert, counting down with anticipation! 🌹",734,1899,154,5929,0,1,Sat,2015-05-23,2015,5,23,20:54:07
6143,RT @Sean_McBay: Australia should have sent in Rebel Wilson on a wrecking ball #AUS #Eurorvision2015,734,1899,154,5929,1,1,Sat,2015-05-23,2015,5,23,20:48:35
6144,"@TheTodayShow @karlstefanovic Please spare us gouging our eyes out after seeing that, he is such a knob!",734,1899,154,5929,0,1,Sat,2015-05-23,2015,5,23,20:43:37
6145,"RT @RealMattEgner: I just sat on some toys.... uh oh, wrecked 'em!",734,1899,154,5929,1,1,Sat,2015-05-23,2015,5,23,20:37:23
6146,RT @RealMattEgner: I feel fat this weekend and the box of cookies looks slim. Coincidence? I think not.,734,1899,154,5929,1,1,Sat,2015-05-23,2015,5,23,20:35:08
6147,"RT @RealMattEgner: Oh no, I used shampoo on my stomach. Now I'm full of bounce and volume.",734,1899,154,5929,1,1,Sat,2015-05-23,2015,5,23,20:34:00
6148,"RT @TheVeronicas: Say too much. Show too much. Love too much. 
Its always worth the risk. You only have one life.",734,1899,154,5929,291,1,Sat,2015-05-23,2015,5,23,20:25:51
6149,"RT @TheVeronicas: 🍀🌈 IRELAND, CONGRATULATIONS ON VOTING #YES FOR #MarriageEquality We are changing this world one by one!
LOVE WILL ALWAYS …",734,1899,154,5929,234,1,Sat,2015-05-23,2015,5,23,20:22:53
6150,My gorgeous Daughter ❤️💋 http://t.co/gY0TaytOHv,734,1899,154,5929,0,1,Sat,2015-05-23,2015,5,23,20:00:42
6151,My precious Daughter and I ❤️💋 http://t.co/UHt5Qnp8Wq,734,1899,154,5929,0,1,Sat,2015-05-23,2015,5,23,20:00:16
6152,"RT @LarryDocuments: Louis caressing ""Morgan Freeman's"" cheek &amp; Harry, well, grabbing his crotch.
Liam promoting.

#LarryALoveToRemember htt…",734,1899,154,5929,23,1,Sat,2015-05-23,2015,5,23,19:51:52
6153,"RT @LarryDocuments: Have you noticed? Louis was wearing number 28 again.

#larryproof
#LarryStylinson
#LarryALoveToRemember http://t.co/lqL…",734,1899,154,5929,112,1,Sat,2015-05-23,2015,5,23,19:49:28
6154,RT @LFC: Gerrard on why Anfield is his favourite home http://t.co/OMEiq4myqN #ThanksStevie #LFC http://t.co/uLIYlQOkRn,734,1899,154,5929,429,1,Sat,2015-05-23,2015,5,23,19:42:45
6155,@sophiehazell2 You're most welcome 😃,734,1899,154,5929,0,1,Sat,2015-05-23,2015,5,23,19:40:45
6156,"@sophiehazell2 Hang in there and try not to let life or others defeat you sweet one, I tell my Daughter the same always 🌹",734,1899,154,5929,0,1,Sat,2015-05-23,2015,5,23,19:37:47
6157,"@sophiehazell2 In my case this is so true but even makeup doesn't make me look beautiful unfortunately, you are stunning though 🌹",734,1899,154,5929,0,1,Sat,2015-05-23,2015,5,23,19:34:21
6158,@sophiehazell2 I feel for you as depression's a real bitch but look for one thing that keeps you going and concentrate on that ❤🌹,734,1899,154,5929,0,1,Sat,2015-05-23,2015,5,23,19:30:56
6159,@sophiehazell2 I have suffered both but learnt to control the anxiety through breathing techniques I thought were bullshit but worked ❤,734,1899,154,5929,0,1,Sat,2015-05-23,2015,5,23,19:28:26
6160,RT @BuzzFeed: Ecstatic Scenes As Ireland Says “I Do” To Same-Sex Marriage http://t.co/3Yc87LzXE1 http://t.co/4BKZSKf86P,734,1899,154,5929,3175,1,Sat,2015-05-23,2015,5,23,19:17:44
6161,"@WayneandTom Congrats to you both, what a romantic and memorable day, wishing you a lifetime of happiness and love ❤🌹",734,1899,154,5929,0,1,Sat,2015-05-23,2015,5,23,09:26:04
6162,RT @WayneandTom: We're  engaged!! in the most romantic city in the most romantic place. Ps I got my pink diamond 💍 http://t.co/M3wvQY2ZUZ,734,1899,154,5929,25,1,Sat,2015-05-23,2015,5,23,09:23:56
6163,"RT @BoyBanshee: My drawing of @JackieGilliesTV 

#RHOMelbourne #ShineShineShine #LaMascaraHighTea http://t.co/ZkY3mpG01F",734,1899,154,5929,2,1,Sat,2015-05-23,2015,5,23,09:21:10
6164,"RT @BoyBanshee: Love these ladies ❤️

#RHOM #RHOMelbourne http://t.co/P37jCZphh1",734,1899,154,5929,16,1,Sat,2015-05-23,2015,5,23,09:20:25
6165,"@WhyLarryIsReal The signs are all there and too many to ignore, long live Larry and their love ❤",734,1899,154,5929,0,1,Thu,2015-05-21,2015,5,21,23:59:17
6166,RT @WhyLarryIsReal: the funnest part of liking larry is making people mad,734,1899,154,5929,173,1,Thu,2015-05-21,2015,5,21,23:57:59
6167,RT @WhyLarryIsReal: will there ever come a time when i am not hopelessly endeared by each and every thing harry styles does,734,1899,154,5929,106,1,Thu,2015-05-21,2015,5,21,23:57:16
6168,"@NewRockstars @tyleroakley Congrats on your Ellen Show appearance, you look fabulous and ""Star Material"" ❤🌹",734,1899,154,5929,0,1,Thu,2015-05-21,2015,5,21,23:56:47
6169,RT @NewRockstars: .@TylerOakley and Ellen DeGeneres were finally filmed in the same place at the same time. http://t.co/PGU5ibQcqR http://t…,734,1899,154,5929,1693,1,Thu,2015-05-21,2015,5,21,23:55:06
6170,"RT @tyleroakley: @danisnotonfire can't believe we went out an outdoorsy adventure today, honestly we are so brave 🍃🌲🌱🌾🌿",734,1899,154,5929,3046,1,Thu,2015-05-21,2015,5,21,23:45:44
6171,"@1DFAMlLY Omg, I've never wanted Greek yoghurt more than I do now Lol 😂",734,1899,154,5929,0,1,Thu,2015-05-21,2015,5,21,23:42:45
6172,RT @1DFAMlLY: Harry at Go Greek Yogurt today. HQ photos in our gallery: http://t.co/FnRWdnk590 http://t.co/a5gXG2HxfI,734,1899,154,5929,349,1,Thu,2015-05-21,2015,5,21,23:40:56
6173,RT @TheMuppets: Catch @KermitTheFrog and @edsheeran perform LIVE tonight for #RedNoseDay on NBC at 8/7c! You won't want to miss this! http:…,734,1899,154,5929,6063,1,Thu,2015-05-21,2015,5,21,19:48:00
6174,"RT @jasonlipshutz: And lo, the #Directioners hath spoken: ""No Control"" is now an official option in our Song of the Summer poll. Vote! http…",734,1899,154,5929,25010,1,Thu,2015-05-21,2015,5,21,19:46:19
6175,"RT @94sdimpledh: interviewer: ""it says here that your skills are finding larry proofs""
me: ""damn right u should hire me""",734,1899,154,5929,4,1,Thu,2015-05-21,2015,5,21,19:40:10
6176,RT @LHSHIP: Hey Modest and billboard? Guess what? We still believe in Larry. You're idiots! Happy national day AGAINST homophobia! 🌈,734,1899,154,5929,28,1,Thu,2015-05-21,2015,5,21,19:38:22
6177,"RT @queenforharry: THAT MOMENT WHEN YOU REALIZE HARRY DID REALLY TRIM HIS HAIR

#1DForMMVA http://t.co/Hxvk9LYw9o",734,1899,154,5929,370,1,Thu,2015-05-21,2015,5,21,19:29:52
6178,RT @queenforharry: I WOULD TWEET THESE PICS OVER AND OVER BUT IT WOULD STILL NOT BE ENOUGH TO EXPLAIN HOW BEAUTIFUL HE IS http://t.co/fTMED…,734,1899,154,5929,18,1,Thu,2015-05-21,2015,5,21,19:29:29
6179,"RT @queenforharry: IF THESE PHOTOS

OF HARRY'S LEGS

DOES NOT MAKE YOU RT/VOTE

LEAVE THE FANDOM PLEASE

#1DForMMVA http://t.co/tVHsuslJc5",734,1899,154,5929,230,1,Thu,2015-05-21,2015,5,21,19:29:22
6180,When God gave out looks I was at the end of the line for sure Lol http://t.co/Z0kkYJndpu,734,1899,154,5929,0,1,Thu,2015-05-21,2015,5,21,01:54:20
6181,Why can't I wake up gorgeous instead of ugly? 😢 http://t.co/ep4MZthlle,734,1899,154,5929,0,1,Thu,2015-05-21,2015,5,21,01:53:20
6182,@larrytumblrpost Waiting patiently for these two gorgeous guys to come out and start living their life without restrictions from Management!,734,1899,154,5929,0,1,Wed,2015-05-20,2015,5,20,11:39:52
6183,RT @larrytumblrpost: retweet if you would support louis and harry when they came out http://t.co/N0pQqm0mkF,734,1899,154,5929,57037,1,Wed,2015-05-20,2015,5,20,11:23:32
6184,RT @Calum5SOS: @NiallOfficial miss ya buddy,734,1899,154,5929,87794,1,Wed,2015-05-20,2015,5,20,11:20:12
6185,"RT @NiallOfficial: Great times, great people ! @CalvinHarris @Louis_Tomlinson @edsheeran @taylorswift13 @austinswift7 http://t.co/d0czgm3NVL",734,1899,154,5929,191503,1,Wed,2015-05-20,2015,5,20,11:18:58
6186,RT @halseymusic: Stevie Nicks vibes all morning so I dressed like this today 🌼🌻🍄 http://t.co/qEDkFP8hET,734,1899,154,5929,10595,1,Wed,2015-05-20,2015,5,20,11:15:51
6187,RT @WhyLarryIsReal: LMAO BRITNEY IS ME http://t.co/4Tlkxl0NRN,734,1899,154,5929,355,1,Tue,2015-05-19,2015,5,19,10:55:01
6188,RT @WhyLarryIsReal: thanks http://t.co/ECJS4QvyLA,734,1899,154,5929,343,1,Tue,2015-05-19,2015,5,19,10:51:39
6189,"RT @GrumpyCatqts: ""Sarcasm is humor with an attitude.""",734,1899,154,5929,5,1,Tue,2015-05-19,2015,5,19,10:48:07
6190,"RT @GrumpyCatqts: ""I had a better social life when I was like 8 years old than I do now.""",734,1899,154,5929,2,1,Tue,2015-05-19,2015,5,19,10:43:36
